00083	6150000000
10000	6150000000
10001	13650274718
10002	4952726264
10003	10424679755
10004	4370473113
10005	4278026749
10006	2154124740
10007	4860742131
10009	3960399795
10010	7792894809
10011	11240897212
10012	6089272722
10013	8248624456
10014	8546307033
10016	13923374862
10017	19299476608
10018	9882442436
10019	21221255815
10020	2140825114
10021	17632341074
10022	24166820462
10023	16056662302
10024	15374425814
10025	12426430516
10026	7529844752
10027	4980006556
10028	13827339520
10029	10278396939
10030	1341567672
10031	2436775005
10032	2971573268
10033	1641075960
10034	1623441909
10035	2535202760
10036	17864158724
10037	930882350
10038	3894924941
10039	676387279
10040	1084256696
10041	17888500
10044	943042215
10048	650000000
10065	17386164359
10069	714430188
10075	11619659032
10103	105590000
10107	91100000
10111	814000000
10112	158135114
10119	704122222
10123	69400000
10128	8421572437
10129	56485240
10162	174600000
10278	242000000
10280	1680078169
10281	1193540000
10282	1575690000
10301	4163904123
10302	1662599147
10303	2182137747
10304	4664714702
10305	4941915003
10306	8047470648
10307	2267064223
10308	3728385350
10309	5840314989
10310	2563906919
10312	8967479489
10314	12020987967
10451	3788840846
10452	3129826639
10453	1768097287
10454	1549038740
10455	1532894604
10456	2274158988
10457	2585553920
10458	2987756939
10459	1634376683
10460	2086306465
10461	4925776340
10462	2736978270
10463	3107986837
10464	869334735
10465	4554221231
10466	4263262942
10467	3577043998
10468	2472394614
10469	5337302927
10470	1222023514
10471	2979905514
10472	2431373712
10473	2917209824
10474	1113086679
10475	1536508820
10803	43842856
11201	11106469120
11203	6128785789
11204	7395780203
11205	3386299116
11206	3481142055
11207	5778132541
11208	5843910333
11209	7532435983
11210	5868439843
11211	4292756890
11212	3791847744
11213	3584123305
11214	6749238290
11215	12259097518
11216	3902745858
11217	6221817208
11218	5376148208
11219	6958445832
11220	6871695378
11221	5243308746
11222	3996051464
11223	8072804696
11224	2485323824
11225	3388319580
11226	4293394380
11228	5823770224
11229	11824404793
11230	7207838255
11231	5487449043
11232	3208345939
11233	4389300362
11234	18219251096
11235	6977626779
11236	7821311140
11237	2599608170
11238	5024419220
11239	1364257845
11241	34600000
11249	1459703971
11251	225050000
11370	1021000000
11416	1973000
11693	89200000
