00083	6569706000
10000	6569706000
10001	15820443265
10002	5520958783
10003	11379874392
10004	5045108801
10005	4869333901
10006	2413942315
10007	6427920162
10009	4261200052
10010	8712384462
10011	12573473793
10012	6576032591
10013	9279692853
10014	9845222502
10016	15158594242
10017	21918985802
10018	11265221792
10019	24024183569
10020	2570243529
10021	19516194857
10022	27709623258
10023	17454924796
10024	16507284033
10025	13397638727
10026	8000833043
10027	5198904611
10028	14673825576
10029	11216348474
10030	1305304141
10031	2595173323
10032	3435911577
10033	1791101946
10034	1790823056
10035	2748851203
10036	20163767918
10037	1122718185
10038	4181303772
10039	784756995
10040	1185093811
10041	22659871
10044	1284156571
10048	1624997000
10065	18974598614
10069	788953048
10075	12738697842
10103	119603399
10107	110000000
10111	907890000
10112	176621307
10119	766983000
10123	85904000
10128	9100482037
10129	51545183
10162	192883000
10278	291171000
10280	1782363841
10281	1172509000
10282	1719922068
10301	4245393394
10302	1610718823
10303	2182211192
10304	4675993642
10305	4996368802
10306	8176514715
10307	2304035976
10308	3787322328
10309	5749347351
10310	2663936619
10312	9252718392
10314	12365292639
10451	4483293508
10452	3405960523
10453	1978513167
10454	1637044564
10455	1578982588
10456	2383174439
10457	2687066013
10458	3094804892
10459	1674236754
10460	2163145259
10461	4931006171
10462	2796640346
10463	3335971066
10464	890817079
10465	4666939048
10466	4283409849
10467	3683481510
10468	2599012658
10469	5409527969
10470	1223708430
10471	3057140855
10472	2325169910
10473	2968913927
10474	1145043360
10475	1598525660
10803	48112000
11001	607159887
11004	2446022500
11005	300200000
11040	800807000
11101	5494213032
11102	2527425601
11103	3490798065
11104	1612377793
11105	4180807355
11106	2934130381
11109	387473000
11201	11573711248
11203	5971178037
11204	7451286454
11205	3368249527
11206	3617630270
11207	5454796221
11208	5363067906
11209	7961474033
11210	6014815143
11211	4397795792
11212	3339838476
11213	3461837692
11214	7158310447
11215	12522639067
11216	3471212852
11217	6524177224
11218	5309407232
11219	7093597375
11220	7241029928
11221	4775262989
11222	4124182958
11223	8443969989
11224	2656237301
11225	3595018763
11226	4369468439
11228	6186443786
11229	12742767323
11230	7309085905
11231	5369619439
11232	3150381787
11233	4169500041
11234	19294978775
11235	7418545026
11236	7772588039
11237	2598868721
11238	5177155943
11239	1436093180
11241	34616000
11249	1596164289
11251	220559000
11354	5487125966
11355	6768212260
11356	2887691255
11357	7468515059
11358	5751065277
11359	586920000
11360	2858213133
11361	4647186053
11362	3845729196
11363	2146871330
11364	5228389188
11365	5175148576
11366	3178277040
11367	4148792610
11368	7084157009
11369	8393544110
11370	9168818062
11371	5327871000
11372	3214061092
11373	6632621992
11374	3294966135
11375	7934001781
11377	6012996713
11378	4748596172
11379	5264109703
11385	8725838790
11411	2075417935
11412	3182188000
11413	4325013492
11414	3843195648
11415	1406613303
11416	1748593707
11417	2585113704
11418	2884020637
11419	3139767804
11420	15717084274
11421	2884595141
11422	14416102018
11423	2916093224
11426	2477163947
11427	2784098754
11428	1808020332
11429	2177227512
11430	12453838000
11432	6384098761
11433	3267057652
11434	5094406380
11435	3618783200
11436	1666495026
11691	3944199562
11692	1408337666
11693	1533141223
11694	3296667536
11695	334736000
11697	735299315
