00083	6569706000
10000	6569706000
10001	16902808411
10002	5995347242
10003	12010297433
10004	5322409501
10005	5148246961
10006	2441196346
10007	7224669589
10009	4451144644
10010	9171722571
10011	13450579126
10012	6946914421
10013	9776456524
10014	10517938112
10016	16150102820
10017	23332792972
10018	12202343148
10019	25534191743
10020	2719754709
10021	20034009556
10022	29380583323
10023	18152894397
10024	16819075784
10025	13713085952
10026	8089429091
10027	5489692115
10028	14991389622
10029	11674043008
10030	1344463981
10031	2731030889
10032	3644105816
10033	1905050748
10034	1860509040
10035	2879807034
10036	22110047243
10037	1207030154
10038	4521968970
10039	890090867
10040	1282957313
10041	24363083
10044	1450834610
10048	1884000000
10065	19532609530
10069	782944678
10075	12930144311
10103	124360847
10107	126487000
10111	1020578000
10112	214532555
10119	775041000
10123	92357000
10128	9340323493
10129	52329258
10162	198285000
10278	320187000
10280	1821595336
10281	1214182888
10282	1574644920
10301	4329935621
10302	1597962372
10303	2138126552
10304	4688058932
10305	4648864916
10306	7604256525
10307	2265250575
10308	3699768853
10309	5736779194
10310	2616561489
10312	9142272424
10314	12336962759
10451	4614723374
10452	3575738373
10453	2032845573
10454	1729479211
10455	1669672697
10456	2513414510
10457	2785395680
10458	3246232307
10459	1786381622
10460	2252526571
10461	5103898645
10462	2855205678
10463	3448096499
10464	882128982
10465	4682553990
10466	4308043527
10467	3828437002
10468	2717319789
10469	5375310960
10470	1219920145
10471	3038243280
10472	2362908418
10473	3002811126
10474	1199314629
10475	1695605009
10803	43162598
11001	607633003
11004	2479575305
11005	304593000
11040	821732561
11101	5608391768
11102	2564095224
11103	3538693850
11104	1684838192
11105	4218557018
11106	2957813686
11109	471336000
11201	12521820432
11203	6051412344
11204	7610524833
11205	3573081406
11206	3701575143
11207	5524307295
11208	5310349676
11209	8166527586
11210	6206826442
11211	4546270385
11212	3493041424
11213	3574302186
11214	6982186453
11215	13118857232
11216	3638922260
11217	7723598919
11218	5482908777
11219	7344459888
11220	7380781763
11221	4871951747
11222	4197071068
11223	8363929355
11224	2337535821
11225	3676983635
11226	4557329951
11228	6307141695
11229	12485982138
11230	7613863002
11231	5524002962
11232	3153897422
11233	4276315641
11234	18631952776
11235	6466199510
11236	7297537353
11237	2563917416
11238	5467539330
11239	1435647677
11241	56738000
11249	1691841826
11251	207952000
11354	5600397322
11355	6935906980
11356	2921449464
11357	7442572357
11358	5866235042
11359	572451000
11360	2871098972
11361	4730005100
11362	3906727292
11363	2073825406
11364	5337930017
11365	5306529255
11366	3224951630
11367	4316870396
11368	7124290497
11369	8671589268
11370	9462469974
11371	5581478000
11372	3331842706
11373	6846417611
11374	3399174671
11375	8095863383
11377	6117008448
11378	4830613893
11379	5341385496
11385	8650838817
11411	2079776093
11412	3257504152
11413	4300817630
11414	3350409343
11415	1465283327
11416	1762092689
11417	2626983202
11418	2921097587
11419	3170769527
11420	16532640016
11421	2899652229
11422	15057634328
11423	2924953412
11426	2495772113
11427	2825622565
11428	1800737701
11429	2201750583
11430	13249804326
11432	6534969908
11433	3295768304
11434	5239564846
11435	3678261759
11436	1679331178
11691	3650207898
11692	1234714778
11693	1246257688
11694	2633002525
11695	302322000
11697	545402682
